"discID"	"site"	"device"	"imageName"	"pixelWidth_mm"	"pithX_pixel"	"pithY_pixel"	"areaUB_pixel"
"E013B_le"	"corcieux"	"huawei"	"corcieux_huawei_E013B_le_1.jpg"	NA	1795	1448	NA
"E013H_se"	"corcieux"	"huawei"	"corcieux_huawei_E013H_se_1.jpg"	NA	2075	1711	NA
"E014B_le"	"corcieux"	"huawei"	"corcieux_huawei_E014B_le_1.jpg"	NA	1989	1153	NA
"E014H_se"	"corcieux"	"huawei"	"corcieux_huawei_E014H_se_1.jpg"	NA	1943	1473	NA
"E015B_le"	"corcieux"	"huawei"	"corcieux_huawei_E015B_le_1.jpg"	NA	1795	1481	NA
"E015H_se"	"corcieux"	"huawei"	"corcieux_huawei_E015H_se_1.jpg"	NA	1815	1695	NA
"E016B_le"	"corcieux"	"huawei"	"corcieux_huawei_E016B_le_1.jpg"	NA	1941	1355	NA
"E016H_se"	"corcieux"	"huawei"	"corcieux_huawei_E016H_se_1.jpg"	NA	1170	2338	NA
"E017B_le"	"corcieux"	"huawei"	"corcieux_huawei_E017B_le_1.jpg"	NA	1999	1301.333	NA
"E017H_se"	"corcieux"	"huawei"	"corcieux_huawei_E017H_se_1.jpg"	NA	1792.333	1285.333	NA
"E018B_le"	"corcieux"	"huawei"	"corcieux_huawei_E018B_le_1.jpg"	NA	2080.333	1509.333	NA
"E018H_se"	"corcieux"	"huawei"	"corcieux_huawei_E018H_se_1.jpg"	NA	2196	1626	NA
"E019B_se"	"corcieux"	"huawei"	"corcieux_huawei_E019B_se_1.jpg"	NA	2266	1596	NA
"E019H_le"	"corcieux"	"huawei"	"corcieux_huawei_E019H_le_1.jpg"	NA	2018	1686	NA
"E020B_le"	"corcieux"	"huawei"	"corcieux_huawei_E020B_le_1.jpg"	NA	1846	1726	NA
"E020H_se"	"corcieux"	"huawei"	"corcieux_huawei_E020H_se_1.jpg"	NA	2062	1644	NA
"E021B_le"	"corcieux"	"huawei"	"corcieux_huawei_E021B_le_1.jpg"	NA	1748	1502	NA
"E021H_se"	"corcieux"	"huawei"	"corcieux_huawei_E021H_se_1.jpg"	NA	1828	1638	NA
"E022B_le"	"corcieux"	"huawei"	"corcieux_huawei_E022B_le_1.jpg"	NA	1316	1544	NA
"E022H_se"	"corcieux"	"huawei"	"corcieux_huawei_E022H_se_1.jpg"	NA	2318	1548	NA
"E023B_le"	"corcieux"	"huawei"	"corcieux_huawei_E023B_le_1.jpg"	NA	1822	1506	NA
"E023H_se"	"corcieux"	"huawei"	"corcieux_huawei_E023H_se_1.jpg"	NA	2454	1750	NA
"E024B_le"	"corcieux"	"huawei"	"corcieux_huawei_E024B_le_1.jpg"	NA	2124	1904	NA
"E024H_se"	"corcieux"	"huawei"	"corcieux_huawei_E024H_se_1.jpg"	NA	2060	1564	NA
"E025B_le"	"corcieux"	"huawei"	"corcieux_huawei_E025B_le_1.jpg"	NA	1838	1700	NA
"E025H_se"	"corcieux"	"huawei"	"corcieux_huawei_E025H_se_1.jpg"	NA	2114	1596	NA
"E026B_le"	"corcieux"	"huawei"	"corcieux_huawei_E026B_le_1.jpg"	NA	1990	1608	NA
"E026H_se"	"corcieux"	"huawei"	"corcieux_huawei_E026H_se_1.jpg"	NA	2280	1894	NA
"E027B_se"	"corcieux"	"huawei"	"corcieux_huawei_E027B_se_1.jpg"	NA	1670	1596	NA
"E027H_le"	"corcieux"	"huawei"	"corcieux_huawei_E027H_le_1.jpg"	NA	2080	1866	NA
"E028B_le"	"corcieux"	"huawei"	"corcieux_huawei_E028B_le_1.jpg"	NA	2108	1676	NA
"E028H_se"	"corcieux"	"huawei"	"corcieux_huawei_E028H_se_1.jpg"	NA	1844	1772	NA
"E029B_le"	"corcieux"	"huawei"	"corcieux_huawei_E029B_le_1.jpg"	NA	1922	1586	NA
"E029H_se"	"corcieux"	"huawei"	"corcieux_huawei_E029H_se_1.jpg"	NA	2272	1700	NA
"E030B_le"	"corcieux"	"huawei"	"corcieux_huawei_E030B_le_1.jpg"	NA	1890	1354	NA
"E030H_se"	"corcieux"	"huawei"	"corcieux_huawei_E030H_se_1.jpg"	NA	2308	1678	NA
"E031B_le"	"corcieux"	"huawei"	"corcieux_huawei_E031B_le_1.jpg"	NA	1862	1670	NA
"E031H_se"	"corcieux"	"huawei"	"corcieux_huawei_E031H_se_1.jpg"	NA	1920	1648	NA
"E032B_se"	"corcieux"	"huawei"	"corcieux_huawei_E032B_se_1.jpg"	NA	1892	1696	NA
"E032H_le"	"corcieux"	"huawei"	"corcieux_huawei_E032H_le_1.jpg"	NA	2058	1594	NA
"E033B_le"	"corcieux"	"huawei"	"corcieux_huawei_E033B_le_1.jpg"	NA	2028	1632	NA
"E033H_se"	"corcieux"	"huawei"	"corcieux_huawei_E033H_se_1.jpg"	NA	1990	1796	NA
"E034B_le"	"corcieux"	"huawei"	"corcieux_huawei_E034B_le_1.jpg"	NA	1902	1612	NA
"E034H_se"	"corcieux"	"huawei"	"corcieux_huawei_E034H_se_1.jpg"	NA	2010	1758	NA
"E035B_le"	"corcieux"	"huawei"	"corcieux_huawei_E035B_le_1.jpg"	NA	2260	1318	NA
"E035H_se"	"corcieux"	"huawei"	"corcieux_huawei_E035H_se_1.jpg"	NA	1910	1228	NA
"E036B_le"	"corcieux"	"huawei"	"corcieux_huawei_E036B_le_1.jpg"	NA	1748	1742	NA
"E036H_se"	"corcieux"	"huawei"	"corcieux_huawei_E036H_se_1.jpg"	NA	2052	1724	NA
"E037B_le"	"corcieux"	"huawei"	"corcieux_huawei_E037B_le_1.jpg"	NA	2322	1564	NA
"E037H_se"	"corcieux"	"huawei"	"corcieux_huawei_E037H_se_1.jpg"	NA	1802	1714	NA
"E038B_le"	"corcieux"	"huawei"	"corcieux_huawei_E038B_le_1.jpg"	NA	2198	1658	NA
"E038H_se"	"corcieux"	"huawei"	"corcieux_huawei_E038H_se_1.jpg"	NA	2090	1328	NA
"E039B_le"	"corcieux"	"huawei"	"corcieux_huawei_E039B_le_1.jpg"	NA	1990	1876	NA
"E039H_se"	"corcieux"	"huawei"	"corcieux_huawei_E039H_se_1.jpg"	NA	1938	1594	NA
"E040B_le"	"corcieux"	"huawei"	"corcieux_huawei_E040B_le_1.jpg"	NA	2210	1730	NA
"E040H_se"	"corcieux"	"huawei"	"corcieux_huawei_E040H_se_1.jpg"	NA	2122	1142	NA
"E041B_le"	"corcieux"	"huawei"	"corcieux_huawei_E041B_le_1.jpg"	NA	1648	1238	NA
"E041H_se"	"corcieux"	"huawei"	"corcieux_huawei_E041H_se_1.jpg"	NA	2230	1594	NA
"E042B_le"	"corcieux"	"huawei"	"corcieux_huawei_E042B_le_1.jpg"	NA	2175	1474.667	NA
"E042H_se"	"corcieux"	"huawei"	"corcieux_huawei_E042H_se_1.jpg"	NA	2029.667	1298.667	NA
"E043B_le"	"corcieux"	"huawei"	"corcieux_huawei_E043B_le_1.jpg"	NA	1831	1273	NA
"E043H_se"	"corcieux"	"huawei"	"corcieux_huawei_E043H_se_1.jpg"	NA	2109	1485	NA
"E044B_le"	"corcieux"	"huawei"	"corcieux_huawei_E044B_le_1.jpg"	NA	1935	1703	NA
"E044H_se"	"corcieux"	"huawei"	"corcieux_huawei_E044H_se_1.jpg"	NA	1995	1523	NA
"E045B_le"	"corcieux"	"huawei"	"corcieux_huawei_E045B_le_1.jpg"	NA	1859	1327	NA
"E045H_se"	"corcieux"	"huawei"	"corcieux_huawei_E045H_se_1.jpg"	NA	1879	1643	NA
"E046B_le"	"corcieux"	"huawei"	"corcieux_huawei_E046B_le_1.jpg"	NA	1761	1717	NA
"E046H_se"	"corcieux"	"huawei"	"corcieux_huawei_E046H_se_1.jpg"	NA	2237	1875	NA
"E047B_le"	"corcieux"	"huawei"	"corcieux_huawei_E047B_le_1.jpg"	NA	1939	1763	NA
"E047H_se"	"corcieux"	"huawei"	"corcieux_huawei_E047H_se_1.jpg"	NA	1857	1817	NA
"E048B_le"	"corcieux"	"huawei"	"corcieux_huawei_E048B_le_1.jpg"	NA	2021	1527	NA
"E048H_se"	"corcieux"	"huawei"	"corcieux_huawei_E048H_se_1.jpg"	NA	2055	1395	NA
"E049B_le"	"corcieux"	"huawei"	"corcieux_huawei_E049B_le_1.jpg"	NA	1789	1861	NA
"E049H_se"	"corcieux"	"huawei"	"corcieux_huawei_E049H_se_1.jpg"	NA	2015	1681	NA
"E050B_le"	"corcieux"	"huawei"	"corcieux_huawei_E050B_le_1.jpg"	NA	1859	2013	NA
"E050H_se"	"corcieux"	"huawei"	"corcieux_huawei_E050H_se_1.jpg"	NA	1775	1637	NA
"E051B_le"	"corcieux"	"huawei"	"corcieux_huawei_E051B_le_1.jpg"	NA	1971	1697	NA
"E051H_se"	"corcieux"	"huawei"	"corcieux_huawei_E051H_se_1.jpg"	NA	1741	1553	NA
"E052B_le"	"corcieux"	"huawei"	"corcieux_huawei_E052B_le_1.jpg"	NA	1789	1761	NA
"E052H_se"	"corcieux"	"huawei"	"corcieux_huawei_E052H_se_1.jpg"	NA	2235	1741	NA
"E053B_le"	"corcieux"	"huawei"	"corcieux_huawei_E053B_le_1.jpg"	NA	1853	1791	NA
"E053H_se"	"corcieux"	"huawei"	"corcieux_huawei_E053H_se_1.jpg"	NA	2389	1585	NA
"E054B_le"	"corcieux"	"huawei"	"corcieux_huawei_E054B_le_1.jpg"	NA	2051	1483	NA
"E054H_se"	"corcieux"	"huawei"	"corcieux_huawei_E054H_se_1.jpg"	NA	2419	1671	NA
"E055B_le"	"corcieux"	"huawei"	"corcieux_huawei_E055B_le_1.jpg"	NA	2155	1769	NA
"E055H_se"	"corcieux"	"huawei"	"corcieux_huawei_E055H_se_1.jpg"	NA	2009	1677	NA
"E056B_le"	"corcieux"	"huawei"	"corcieux_huawei_E056B_le_1.jpg"	NA	2133	1789	NA
"E056H_se"	"corcieux"	"huawei"	"corcieux_huawei_E056H_se_1.jpg"	NA	1731	1555	NA
"E057B_se"	"corcieux"	"huawei"	"corcieux_huawei_E057B_se_1.jpg"	NA	2229	1663	NA
"E057H_le"	"corcieux"	"huawei"	"corcieux_huawei_E057H_le_1.jpg"	NA	1829	1915	NA
"E058B_le"	"corcieux"	"huawei"	"corcieux_huawei_E058B_le_1.jpg"	NA	1897	1753	NA
"E058H_se"	"corcieux"	"huawei"	"corcieux_huawei_E058H_se_1.jpg"	NA	2035	1721	NA
"E059B_le"	"corcieux"	"huawei"	"corcieux_huawei_E059B_le_1.jpg"	NA	1733	1691	NA
"E059H_se"	"corcieux"	"huawei"	"corcieux_huawei_E059H_se_1.jpg"	NA	2379	1523	NA
"E060B_le"	"corcieux"	"huawei"	"corcieux_huawei_E060B_le_1.jpg"	NA	1907	1427	NA
"E060H_se"	"corcieux"	"huawei"	"corcieux_huawei_E060H_se_1.jpg"	NA	2117	1777	NA
"E061B_le"	"corcieux"	"huawei"	"corcieux_huawei_E061B_le_1.jpg"	NA	2371	1545	NA
"E061H_se"	"corcieux"	"huawei"	"corcieux_huawei_E061H_se_1.jpg"	NA	2025	1891	NA
"E062B_se"	"corcieux"	"huawei"	"corcieux_huawei_E062B_se_1.jpg"	NA	2079	1649	NA
"E062H_le"	"corcieux"	"huawei"	"corcieux_huawei_E062H_le_1.jpg"	NA	1959	1417	NA
"E063B_le"	"corcieux"	"huawei"	"corcieux_huawei_E063B_le_1.jpg"	NA	1809	1393	NA
"E063H_se"	"corcieux"	"huawei"	"corcieux_huawei_E063H_se_1.jpg"	NA	2291	1679	NA
"E064B_le"	"corcieux"	"huawei"	"corcieux_huawei_E064B_le_1.jpg"	NA	2131	1425	NA
"E064H_se"	"corcieux"	"huawei"	"corcieux_huawei_E064H_se_1.jpg"	NA	2001	1311	NA
"E065B_le"	"corcieux"	"huawei"	"corcieux_huawei_E065B_le_1.jpg"	NA	2055	1413	NA
"E065H_se"	"corcieux"	"huawei"	"corcieux_huawei_E065H_se_1.jpg"	NA	2499	1501	NA
"E066B_le"	"corcieux"	"huawei"	"corcieux_huawei_E066B_le_1.jpg"	NA	1941	1839	NA
"E066H_se"	"corcieux"	"huawei"	"corcieux_huawei_E066H_se_1.jpg"	NA	2057	1829	NA
"E067B_le"	"corcieux"	"huawei"	"corcieux_huawei_E067B_le_1.jpg"	NA	2121	1769	NA
"E067H_se"	"corcieux"	"huawei"	"corcieux_huawei_E067H_se_1.jpg"	NA	2241	1941	NA
"E068B_le"	"corcieux"	"huawei"	"corcieux_huawei_E068B_le_1.jpg"	NA	2033	1393	NA
"E068H_se"	"corcieux"	"huawei"	"corcieux_huawei_E068H_se_1.jpg"	NA	2011	1673	NA
"E069B_le"	"corcieux"	"huawei"	"corcieux_huawei_E069B_le_1.jpg"	NA	2085	1581	NA
"E069H_se"	"corcieux"	"huawei"	"corcieux_huawei_E069H_se_1.jpg"	NA	1859	1499	NA
"E070B_le"	"corcieux"	"huawei"	"corcieux_huawei_E070B_le_1.jpg"	NA	1775	1455	NA
"E070H_se"	"corcieux"	"huawei"	"corcieux_huawei_E070H_se_1.jpg"	NA	2305	1469	NA
"E071B_se"	"corcieux"	"huawei"	"corcieux_huawei_E071B_se_1.jpg"	NA	2231	1625	NA
"E071H_le"	"corcieux"	"huawei"	"corcieux_huawei_E071H_le_1.jpg"	NA	1687	1649	NA
"E072B_se"	"corcieux"	"huawei"	"corcieux_huawei_E072B_se_1.jpg"	NA	1915	1595	NA
"E072H_le"	"corcieux"	"huawei"	"corcieux_huawei_E072H_le_1.jpg"	NA	2063	1827	NA
"E073B_le"	"corcieux"	"huawei"	"corcieux_huawei_E073B_le_1.jpg"	NA	1963	1573	NA
"E073H_se"	"corcieux"	"huawei"	"corcieux_huawei_E073H_se_1.jpg"	NA	2131	1591	NA
"E074B_le"	"corcieux"	"huawei"	"corcieux_huawei_E074B_le_1.jpg"	NA	2087	1651	NA
"E074H_se"	"corcieux"	"huawei"	"corcieux_huawei_E074H_se_1.jpg"	NA	1941	1619	NA
"E075B_se"	"corcieux"	"huawei"	"corcieux_huawei_E075B_se_1.jpg"	NA	1959	1361	NA
"E075H_le"	"corcieux"	"huawei"	"corcieux_huawei_E075H_le_1.jpg"	NA	1971	1467	NA
"E076B_le"	"corcieux"	"huawei"	"corcieux_huawei_E076B_le_1.jpg"	NA	2011	1781	NA
"E076H_se"	"corcieux"	"huawei"	"corcieux_huawei_E076H_se_1.jpg"	NA	2199	1679	NA
"E077B_le"	"corcieux"	"huawei"	"corcieux_huawei_E077B_le_1.jpg"	NA	1885	1513	NA
"E077H_se"	"corcieux"	"huawei"	"corcieux_huawei_E077H_se_1.jpg"	NA	1951	1567	NA
"E078B_le"	"corcieux"	"huawei"	"corcieux_huawei_E078B_le_1.jpg"	NA	2167	1529	NA
"E078H_se"	"corcieux"	"huawei"	"corcieux_huawei_E078H_se_1.jpg"	NA	2011	1551	NA
"E079B_le"	"corcieux"	"huawei"	"corcieux_huawei_E079B_le_1.jpg"	NA	2273	1703	NA
"E079H_se"	"corcieux"	"huawei"	"corcieux_huawei_E079H_se_1.jpg"	NA	2187	1563	NA
"E080B_le"	"corcieux"	"huawei"	"corcieux_huawei_E080B_le_1.jpg"	NA	2097	1667	NA
"E080H_se"	"corcieux"	"huawei"	"corcieux_huawei_E080H_se_1.jpg"	NA	2123	1635	NA
"E081B_le"	"corcieux"	"huawei"	"corcieux_huawei_E081B_le_1.jpg"	NA	2167	1623	NA
"E081H_se"	"corcieux"	"huawei"	"corcieux_huawei_E081H_se_1.jpg"	NA	2039	1591	NA
"E082B_le"	"corcieux"	"huawei"	"corcieux_huawei_E082B_le_1.jpg"	NA	2077	1401	NA
"E082H_se"	"corcieux"	"huawei"	"corcieux_huawei_E082H_se_1.jpg"	NA	1885	1719	NA
"E083B_le"	"corcieux"	"huawei"	"corcieux_huawei_E083B_le_1.jpg"	NA	1671	1615	NA
"E083H_se"	"corcieux"	"huawei"	"corcieux_huawei_E083H_se_1.jpg"	NA	2087	1589	NA
"E084B_le"	"corcieux"	"huawei"	"corcieux_huawei_E084B_le_1.jpg"	NA	1833	1633	NA
"E084H_se"	"corcieux"	"huawei"	"corcieux_huawei_E084H_se_1.jpg"	NA	1913	1693	NA
"E085B_le"	"corcieux"	"huawei"	"corcieux_huawei_E085B_le_1.jpg"	NA	1999	1291	NA
"E085H_se"	"corcieux"	"huawei"	"corcieux_huawei_E085H_se_1.jpg"	NA	2017	1435	NA
"E086B_le"	"corcieux"	"huawei"	"corcieux_huawei_E086B_le_1.jpg"	NA	1873	1579	NA
"E086H_se"	"corcieux"	"huawei"	"corcieux_huawei_E086H_se_1.jpg"	NA	2009	1677	NA
"E087B_se"	"corcieux"	"huawei"	"corcieux_huawei_E087B_se_1.jpg"	NA	2335	1183	NA
"E087H_le"	"corcieux"	"huawei"	"corcieux_huawei_E087H_le_1.jpg"	NA	1853	1691	NA
"E088B_le"	"corcieux"	"huawei"	"corcieux_huawei_E088B_le_1.jpg"	NA	2183	1819	NA
"E088H_se"	"corcieux"	"huawei"	"corcieux_huawei_E088H_se_1.jpg"	NA	1834	1702	NA
"E089B_se"	"corcieux"	"huawei"	"corcieux_huawei_E089B_se_1.jpg"	NA	2291	1872	NA
"E089H_le"	"corcieux"	"huawei"	"corcieux_huawei_E089H_le_1.jpg"	NA	1603	1578	NA
"E090B_se"	"corcieux"	"huawei"	"corcieux_huawei_E090B_se_1.jpg"	NA	2029	1552	NA
"E090H_le"	"corcieux"	"huawei"	"corcieux_huawei_E090H_le_1.jpg"	NA	1953	1578	NA
"E091B_le"	"corcieux"	"huawei"	"corcieux_huawei_E091B_le_1.jpg"	NA	1671	1632	NA
"E091H_se"	"corcieux"	"huawei"	"corcieux_huawei_E091H_se_1.jpg"	NA	1805	1516	NA
"E092B_le"	"corcieux"	"huawei"	"corcieux_huawei_E092B_le_1.jpg"	NA	1847	1550	NA
"E092H_se"	"corcieux"	"huawei"	"corcieux_huawei_E092H_se_1.jpg"	NA	2139	1556	NA
"E093B_le"	"corcieux"	"huawei"	"corcieux_huawei_E093B_le_1.jpg"	NA	1970	1318	NA
"E093H_se"	"corcieux"	"huawei"	"corcieux_huawei_E093H_se_1.jpg"	NA	2076	1676	NA
"E094B_se"	"corcieux"	"huawei"	"corcieux_huawei_E094B_se_1.jpg"	NA	1918	1400	NA
"E094H_le"	"corcieux"	"huawei"	"corcieux_huawei_E094H_le_1.jpg"	NA	2256	1516	NA
"E095B_le"	"corcieux"	"huawei"	"corcieux_huawei_E095B_le_1.jpg"	NA	1968	1730	NA
"E095H_se"	"corcieux"	"huawei"	"corcieux_huawei_E095H_se_1.jpg"	NA	1988	1704	NA
"E096B_le"	"corcieux"	"huawei"	"corcieux_huawei_E096B_le_1.jpg"	NA	1740	1682	NA
"E096H_se"	"corcieux"	"huawei"	"corcieux_huawei_E096H_se_1.jpg"	NA	1932	1724	NA
"E097B_le"	"corcieux"	"huawei"	"corcieux_huawei_E097B_le_1.jpg"	NA	1964	2020	NA
"E097H_se"	"corcieux"	"huawei"	"corcieux_huawei_E097H_se_1.jpg"	NA	1878	1792	NA
"E098B_le"	"corcieux"	"huawei"	"corcieux_huawei_E098B_le_1.jpg"	NA	2048	1594	NA
"E098H_se"	"corcieux"	"huawei"	"corcieux_huawei_E098H_se_1.jpg"	NA	1956	1594	NA
"E099B_le"	"corcieux"	"huawei"	"corcieux_huawei_E099B_le_1.jpg"	NA	2348	1856	NA
"E099H_se"	"corcieux"	"huawei"	"corcieux_huawei_E099H_se_1.jpg"	NA	1866	1792	NA
"E100B_le"	"corcieux"	"huawei"	"corcieux_huawei_E100B_le_1.jpg"	NA	2304	1474	NA
"E100H_se"	"corcieux"	"huawei"	"corcieux_huawei_E100H_se_1.jpg"	NA	1926	1898	NA
"E001B_le"	"corcieux"	"lumix"	"corcieux_lumix_E001B_le_1.jpg"	0.144322636139543	2078	1983	5093018
"E001H_se"	"corcieux"	"lumix"	"corcieux_lumix_E001H_se_1.jpg"	NA	1894.333	1908	NA
"E001H_se"	"corcieux"	"lumix"	"corcieux_lumix_E001H_se_2.jpg"	NA	1820	1808	NA
"E002B_le"	"corcieux"	"lumix"	"corcieux_lumix_E002B_le_1.jpg"	0.147534405023251	2900	1792	4490268
"E002H_se"	"corcieux"	"lumix"	"corcieux_lumix_E002H_se_1.jpg"	NA	2192	1892	NA
"E003B_le"	"corcieux"	"lumix"	"corcieux_lumix_E003B_le_1.jpg"	0.163907824795648	2100	1453.667	4958116
"E003B_le"	"corcieux"	"lumix"	"corcieux_lumix_E003B_le_3.jpg"	NA	2168	1664	NA
"E003H_se"	"corcieux"	"lumix"	"corcieux_lumix_E003H_se_1.jpg"	NA	1954.667	1704.333	NA
"E003H_se"	"corcieux"	"lumix"	"corcieux_lumix_E003H_se_4.jpg"	NA	2324	1740	NA
"E004B_le"	"corcieux"	"lumix"	"corcieux_lumix_E004B_le_1.jpg"	0.116972608524262	2300	1588	4993029
"E004H_se"	"corcieux"	"lumix"	"corcieux_lumix_E004H_se_1.jpg"	NA	2008	1552	NA
"E005B_le"	"corcieux"	"lumix"	"corcieux_lumix_E005B_le_1.jpg"	0.102131379764301	2060	1832	4866268
"E005H_se"	"corcieux"	"lumix"	"corcieux_lumix_E005H_se_1.jpg"	NA	2372	1856	NA
"E006B_le"	"corcieux"	"lumix"	"corcieux_lumix_E006B_le_1.jpg"	0.13903023629579	1996	1836	5481251
"E006H_se"	"corcieux"	"lumix"	"corcieux_lumix_E006H_se_1.jpg"	NA	2352	2004	NA
"E007B_le"	"corcieux"	"lumix"	"corcieux_lumix_E007B_le_1.jpg"	0.135432904507613	2111	1848	5470168
"E007H_se"	"corcieux"	"lumix"	"corcieux_lumix_E007H_se_1.jpg"	NA	2048	1976	NA
"E008B_le"	"corcieux"	"lumix"	"corcieux_lumix_E008B_le_1.jpg"	0.110736330153724	2512	1952	5768154
"E008H_se"	"corcieux"	"lumix"	"corcieux_lumix_E008H_se_1.jpg"	NA	2164	2300	NA
"E009B_le"	"corcieux"	"lumix"	"corcieux_lumix_E009B_le_1.jpg"	0.149422556530289	1980	1712	6252851
"E009H_se"	"corcieux"	"lumix"	"corcieux_lumix_E009H_se_1.jpg"	NA	2288	1920	NA
"E010B_le"	"corcieux"	"lumix"	"corcieux_lumix_E010B_le_1.jpg"	0.124621617613521	2196	1696	4355079
"E010H_se"	"corcieux"	"lumix"	"corcieux_lumix_E010H_se_1.jpg"	NA	1908	1972	NA
"E011B_le"	"corcieux"	"lumix"	"corcieux_lumix_E011B_le_1.jpg"	0.100316699821336	2008	1628	4347368
"E011H_se"	"corcieux"	"lumix"	"corcieux_lumix_E011H_se_1.jpg"	NA	2368	1928	NA
"E012B_le"	"corcieux"	"lumix"	"corcieux_lumix_E012B_le_1.jpg"	0.144808121997947	1817.333	1818	5153063
"E012H_se"	"corcieux"	"lumix"	"corcieux_lumix_E012H_se_1.jpg"	NA	2356	1992	NA
"E013B_le"	"corcieux"	"lumix"	"corcieux_lumix_E013B_le_1.jpg"	0.0915745045590367	1980	1628	5562071
"E013H_se"	"corcieux"	"lumix"	"corcieux_lumix_E013H_se_1.jpg"	NA	2360	1884	NA
"E014B_le"	"corcieux"	"lumix"	"corcieux_lumix_E014B_le_1.jpg"	0.131711698896519	2174	1314	5207137
"E014H_se"	"corcieux"	"lumix"	"corcieux_lumix_E014H_se_1.jpg"	NA	2084	1528	NA
"E015B_le"	"corcieux"	"lumix"	"corcieux_lumix_E015B_le_1.jpg"	0.117874348302197	1900	1572	4910619
"E015H_se"	"corcieux"	"lumix"	"corcieux_lumix_E015H_se_1.jpg"	NA	1900	1832	NA
"E016B_le"	"corcieux"	"lumix"	"corcieux_lumix_E016B_le_1.jpg"	0.0914626896250213	2072	1504	4966251
"E016H_se"	"corcieux"	"lumix"	"corcieux_lumix_E016H_se_1.jpg"	NA	2310	1800	NA
"E017B_le"	"corcieux"	"lumix"	"corcieux_lumix_E017B_le_1.jpg"	0.12308616400739	2048	1344	5421914
"E017H_se"	"corcieux"	"lumix"	"corcieux_lumix_E017H_se_1.jpg"	NA	2156	1780	NA
"E018B_le"	"corcieux"	"lumix"	"corcieux_lumix_E018B_le_1.jpg"	0.126610966282234	1988	1676	6274962
"E018H_se"	"corcieux"	"lumix"	"corcieux_lumix_E018H_se_1.jpg"	NA	2380	1772	NA
"E019B_se"	"corcieux"	"lumix"	"corcieux_lumix_E019B_se_1.jpg"	NA	2192	1628	NA
"E019H_le"	"corcieux"	"lumix"	"corcieux_lumix_E019H_le_1.jpg"	0.102457441740137	2084	1664	3920113
"E020B_le"	"corcieux"	"lumix"	"corcieux_lumix_E020B_le_1.jpg"	0.124590719486487	1968	2084	5002773
"E020H_se"	"corcieux"	"lumix"	"corcieux_lumix_E020H_se_1.jpg"	NA	2284	1748	NA
"E021B_le"	"corcieux"	"lumix"	"corcieux_lumix_E021B_le_1.jpg"	0.101044599065135	2244	1876	3742298
"E021H_se"	"corcieux"	"lumix"	"corcieux_lumix_E021H_se_1.jpg"	NA	2177	1911	NA
